,Unnamed: 0,TR ,Volumes,ScanTime(Min.Sec),EyeStatus,MFStrength,NumHealthy(M),NumHealthy(F),NumASD(M),NumASD(F),NumAutistic,NumHighFunctioning,LanguageImpaired,NumAspergsr's,NumPDD-NOS,AgeRangeHealthyMean,AgeRangeHealthyStd,AgeRangeASDMean,AgeRangeASDStd,AgeRangeAutistic,AgeRangeAspergsr's,AgeRangePDD-NOS,FIQMean_ASD,FIQStd_ASD,FIQMean_TD,FIQStd_TD,BandpassRangeHighpass(Hz),BandpassRangeLowpass(Hz),Smoothing(fwhm)mm,GSR,CSF,WM,Motion Params,Age,Scrubbing,GCOR,aCOMPCor,Cardiac and respiratory signals regression,Despiking,S_No,PaperID,SeedHemisphere,SeedLobe,SeedGyrus,SeedNameBN,SeedNameHO,SeedNameJuliech,SeedName,Seed_X,Seed_Y,Seed_Z,ConnectivityHemisphere,ConnectivityLobe,ConnectivityGyrus,ConnectivityNameBN,ConnectivityNameHO,ConnectivityNameJuliech,ConnectivityName,Connectivity_X,Connectivity_Y,connectivity_Z,Under(-1)/Over(1)Connectivity
10,0,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,602,,565,,,,,,,15.3,6.4,15.5,6.8,,,,106,16,113,12,0.01,0.1,4.0,1,1.0,1.0,1.0,,1.0,,,,,11,2.0,L,Subcortical Nuclei,"Tha, Thalamus","Tha_mPFtha, medial pre-frontal thalamus",Left Thalamus,WM Fornix,Thalamus,-6,-12,9,R,Temporal Lobe,"pSTS, posterior Superior Temporal Sulcus ","pSTS_rpSTS, rostroposterior superior temporal sulcus","Middle Temporal Gyrus, posterior division",GM Insula Id1 R,Middle temporal,48,-33,-3,1
11,0,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,602,,565,,,,,,,15.3,6.4,15.5,6.8,,,,106,16,113,12,0.01,0.1,4.0,1,1.0,1.0,1.0,,1.0,,,,,12,2.0,L,Subcortical Nuclei,"Tha, Thalamus","Tha_mPFtha, medial pre-frontal thalamus",Left Thalamus,WM Fornix,Thalamus,-6,-12,9,R,Insular Lobe,"INS, Insular Gyrus","INS_dIg, dorsal granular insula",Insular Cortex,GM Secondary somatosensory cortex / Parietal operculum OP3 R,Insula,36,-9,6,1
12,0,2080,220,7.2,Closed,3,14,9,5,5,,,,,,25.5,4.2,25.4,9.0,,,,,,,,0.01,0.08,8.0,1,,,1.0,,,,,,,13,3.0,R,,,,Right Crus II,,Crus II,29,-73,-43,L,Temporal Lobe,"MTG, Middle Temporal Gyrus","MTG_aSTS, anterior superior temporal sulcus","Middle Temporal Gyrus, posterior division",WM Acoustic radiation L,Middle temporal gyrus,-56,-18,-10,-1
13,0,2080,220,7.2,Closed,3,14,9,5,5,,,,,,25.5,4.2,25.4,9.0,,,,,,,,0.01,0.08,8.0,1,,,1.0,,,,,,,13,3.0,R,,,,Right Crus II,,Crus II,29,-73,-43,R,Temporal Lobe,"FuG, Fusiform Gyrus","FuG_A37mv, medioventral area37",Temporal Occipital Fusiform Cortex,,Lobule V,26,-42,-20,1
14,0,2080,220,7.2,Closed,3,14,9,5,5,,,,,,25.5,4.2,25.4,9.0,,,,,,,,0.01,0.08,8.0,1,,,1.0,,,,,,,14,3.0,R,,,,Right Crus II,,Crus II,29,-73,-43,L,Temporal Lobe,"ITG, Inferior Temporal Gyrus","ITG_A20iv, intermediate ventral area 20","Inferior Temporal Gyrus, posterior division",WM Optic radiation L,Inferior temporal gyrus,-48,-44,-12,-1
15,0,2080,220,7.2,Closed,3,14,9,5,5,,,,,,25.5,4.2,25.4,9.0,,,,,,,,0.01,0.08,8.0,1,,,1.0,,,,,,,14,3.0,R,,,,Right Crus II,,Crus II,29,-73,-43,L,Temporal Lobe,"FuG, Fusiform Gyrus","FuG_A20rv, rostroventral area 20",Left VI,,Lobule VI,-24,-46,-30,1
16,0,2080,220,7.2,Closed,3,14,9,5,5,,,,,,25.5,4.2,25.4,9.0,,,,,,,,0.01,0.08,8.0,1,,,1.0,,,,,,,15,3.0,R,,,,Right Crus II,,Crus II,29,-73,-43,L,Frontal Lobe ,"SFG, Superior Frontal Gyrus  ","SFG_A10m, medial area 10",Frontal Pole,,Paracingulate cortex,-8,56,6,-1
17,0,2080,220,7.2,Closed,3,14,9,5,5,,,,,,25.5,4.2,25.4,9.0,,,,,,,,0.01,0.08,8.0,1,,,1.0,,,,,,,15,3.0,R,,,,Right Crus II,,Crus II,29,-73,-43,R,Temporal Lobe,"FuG, Fusiform Gyrus","FuG_A37mv, medioventral area37",Right VI,,Lobule VI,26,-48,-26,1
19,0,2080,220,7.2,Closed,3,14,9,5,5,,,,,,25.5,4.2,25.4,9.0,,,,,,,,0.01,0.08,8.0,1,,,1.0,,,,,,,17,3.0,R,,,,Right Crus II,,Crus II,29,-73,-43,L,Parietal Lobe,"Pcun, Precuneus","PCun_A31, area 31 (Lc1)",Precuneous Cortex,GM Superior parietal lobule 7M L,Precuneus,-2,-70,32,-1
20,0,2080,220,7.2,Closed,3,14,9,5,5,,,,,,25.5,4.2,25.4,9.0,,,,,,,,0.01,0.08,8.0,1,,,1.0,,,,,,,18,3.0,R,,,,Right Crus II,,Crus II,29,-73,-43,R,Occipital Lobe,"MVOcC, MedioVentral Occipital Cortex","MVOcC _vmPOS,ventromedial parietooccipital sulcus",Precuneous Cortex,GM Superior parietal lobule 7P R,Precuneus,10,-74,34,-1
21,0,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,113,,107,,,,,,,19.3,7.3,20.9,8.0,,,,104,15.7,114,12.3,0.01,0.1,5.0,,1.0,1.0,1.0,,,,CompCor,,,19,4.0,L,Temporal Lobe,"MTG, Middle Temporal Gyrus","MTG_aSTS, anterior superior temporal sulcus","Middle Temporal Gyrus, anterior division",,L Anterior Temporal ROI,-50,-5,-22,R,Frontal Lobe ,"SFG, Superior Frontal Gyrus  ","SFG_A10m, medial area 10",Superior Frontal Gyrus,, R Dorsomedial Frontal ,8,52,21,-1
22,0,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,113,,107,,,,,,,19.3,7.3,20.9,8.0,,,,104,15.7,114,12.3,0.01,0.1,5.0,,1.0,1.0,1.0,,,,CompCor,,,20,4.0,L,Temporal Lobe,"MTG, Middle Temporal Gyrus","MTG_aSTS, anterior superior temporal sulcus","Middle Temporal Gyrus, anterior division",,L Anterior Temporal ROI,-50,-5,-22,R,Frontal Lobe ,"OrG, Orbital Gyrus","OrG_A11m, medial area 11",Frontal Medial Cortex,, R ventromedial Frontal,5,43,-17,-1
23,0,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,113,,107,,,,,,,19.3,7.3,20.9,8.0,,,,104,15.7,114,12.3,0.01,0.1,5.0,,1.0,1.0,1.0,,,,CompCor,,,21,4.0,L,Temporal Lobe,"MTG, Middle Temporal Gyrus","MTG_aSTS, anterior superior temporal sulcus","Middle Temporal Gyrus, anterior division",,L Anterior Temporal ROI,-50,-5,-22,L,Parietal Lobe,"IPL, Inferior Parietal Lobule","IPL_A39rv, rostroventral area 39(PGa)",Angular Gyrus,GM Inferior parietal lobule PFm L,L TPJ,-49,-55,22,-1
24,0,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,113,,107,,,,,,,19.3,7.3,20.9,8.0,,,,104,15.7,114,12.3,0.01,0.1,5.0,,1.0,1.0,1.0,,,,CompCor,,,22,4.0,L,Temporal Lobe,"MTG, Middle Temporal Gyrus","MTG_aSTS, anterior superior temporal sulcus","Middle Temporal Gyrus, anterior division",,L Anterior Temporal ROI,-50,-5,-22,L,Parietal Lobe,"Pcun, Precuneus","PCun_A31, area 31 (Lc1)",Precuneous Cortex,GM Superior parietal lobule 7A L,L Precuneus,-7,-57,35,-1
25,0,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,113,,107,,,,,,,19.3,7.3,20.9,8.0,,,,104,15.7,114,12.3,0.01,0.1,5.0,,1.0,1.0,1.0,,,,CompCor,,,23,4.0,L,Temporal Lobe,"MTG, Middle Temporal Gyrus","MTG_aSTS, anterior superior temporal sulcus","Middle Temporal Gyrus, anterior division",,L Anterior Temporal ROI,-50,-5,-22,L,Frontal Lobe ,"SFG, Superior Frontal Gyrus  ","SFG_A9m,medial area 9",Superior Frontal Gyrus,,L Dorsomedial Frontal,-5,51,30,-1
26,0,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,113,,107,,,,,,,19.3,7.3,20.9,8.0,,,,104,15.7,114,12.3,0.01,0.1,5.0,,1.0,1.0,1.0,,,,CompCor,,,24,4.0,L,Temporal Lobe,"MTG, Middle Temporal Gyrus","MTG_aSTS, anterior superior temporal sulcus","Middle Temporal Gyrus, anterior division",,L Anterior Temporal ROI,-50,-5,-22,L,Frontal Lobe ,"OrG, Orbital Gyrus","OrG_A14m, medial area 14",Frontal Medial Cortex,,L ventromedial Frontal,-7,45,-11,-1
27,0,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,113,,107,,,,,,,19.3,7.3,20.9,8.0,,,,104,15.7,114,12.3,0.01,0.1,5.0,,1.0,1.0,1.0,,,,CompCor,,,25,4.0,L,Parietal Lobe,"IPL, Inferior Parietal Lobule","IPL_A39rv, rostroventral area 39(PGa)",Angular Gyrus,GM Inferior parietal lobule PFm L,L TPJ ,-49,-55,22,R,Temporal Lobe,"MTG, Middle Temporal Gyrus","MTG_aSTS, anterior superior temporal sulcus","Middle Temporal Gyrus, posterior division",GM Hippocampus cornu ammonis R,R Anterior Temporal ROI ,55,-10,-20,-1
28,0,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,113,,107,,,,,,,19.3,7.3,20.9,8.0,,,,104,15.7,114,12.3,0.01,0.1,5.0,,1.0,1.0,1.0,,,,CompCor,,,26,4.0,L,Parietal Lobe,"IPL, Inferior Parietal Lobule","IPL_A39rv, rostroventral area 39(PGa)",Angular Gyrus,GM Inferior parietal lobule PFm L,L TPJ,-49,-55,22,L,Temporal Lobe,"MTG, Middle Temporal Gyrus","MTG_aSTS, anterior superior temporal sulcus","Middle Temporal Gyrus, anterior division",,L Anterior Temporal ROI,-50,-5,-22,-1
29,0,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,113,,107,,,,,,,19.3,7.3,20.9,8.0,,,,104,15.7,114,12.3,0.01,0.1,5.0,,1.0,1.0,1.0,,,,CompCor,,,27,4.0,L,Parietal Lobe,"Pcun, Precuneus","PCun_A31, area 31 (Lc1)",Precuneous Cortex,GM Superior parietal lobule 7A L,L Precuneus  ,-7,-57,35,R,Temporal Lobe,"MTG, Middle Temporal Gyrus","MTG_aSTS, anterior superior temporal sulcus","Middle Temporal Gyrus, posterior division",GM Hippocampus cornu ammonis R,R Anterior Temporal ROI ,55,-10,-20,-1
30,0,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,113,,107,,,,,,,19.3,7.3,20.9,8.0,,,,104,15.7,114,12.3,0.01,0.1,5.0,,1.0,1.0,1.0,,,,CompCor,,,28,4.0,L,Parietal Lobe,"IPL, Inferior Parietal Lobule","IPL_A40rd, rostrodorsal area 40(PFt)","Supramarginal Gyrus, anterior division",GM Inferior parietal lobule PFop L,Left Posterior Central ,-54,-23,31,R,Temporal Lobe,"STG, Superior Temporal Gyrus","STG_A22r, rostral area 22","Superior Temporal Gyrus, posterior division",GM Insula Id1 R,R Superior temporal (posterior),53,-31,0,-1
31,0,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,113,,107,,,,,,,19.3,7.3,20.9,8.0,,,,104,15.7,114,12.3,0.01,0.1,5.0,,1.0,1.0,1.0,,,,CompCor,,,29,4.0,L,Temporal Lobe,"FuG, Fusiform Gyrus","FuG_A37lv, lateroventral area37","Inferior Temporal Gyrus, temporooccipital part",WM Optic radiation L,L Fusiform ,-42,-51,-15,R,Subcortical Nuclei,"Amyg, Amygdala","Amyg_lAmyg, lateral amygdala",Right Amygdala,GM Amygdala_laterobasal group R,R Mesial temporal,27,-2,-17,-1
32,0,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,113,,107,,,,,,,19.3,7.3,20.9,8.0,,,,104,15.7,114,12.3,0.01,0.1,5.0,,1.0,1.0,1.0,,,,CompCor,,,30,4.0,L,Temporal Lobe,"FuG, Fusiform Gyrus","FuG_A37lv, lateroventral area37","Inferior Temporal Gyrus, temporooccipital part",WM Optic radiation L,L Fusiform,-42,-51,-15,L,Frontal Lobe ,"IFG, Inferior Frontal Gyrus","IFG_A44d,dorsal area 44","Inferior Frontal Gyrus, pars opercularis",GM Broca's area BA44 L,L Inferior frontal ,-48,11,18,-1
33,0,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,113,,107,,,,,,,19.3,7.3,20.9,8.0,,,,104,15.7,114,12.3,0.01,0.1,5.0,,1.0,1.0,1.0,,,,CompCor,,,31,4.0,L,Temporal Lobe,"FuG, Fusiform Gyrus","FuG_A37lv, lateroventral area37","Inferior Temporal Gyrus, temporooccipital part",WM Optic radiation L,L Fusiform,-42,-51,-15,L,Occipital Lobe,"LOcC, lateral Occipital Cortex","LOcC _V5/MT+, area V5/MT+","Lateral Occipital Cortex, inferior division",GM Visual cortex V5 L,L inferior lateral occipital cortex,-44,-69,6,-1
35,0,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,113,,107,,,,,,,19.3,7.3,20.9,8.0,,,,104,15.7,114,12.3,0.01,0.1,5.0,,1.0,1.0,1.0,,,,CompCor,,,33,4.0,L,Occipital Lobe,"LOcC, lateral Occipital Cortex","LOcC _V5/MT+, area V5/MT+","Lateral Occipital Cortex, inferior division",GM Visual cortex V5 L,L inferior lateral occipital cortex,-44,-69,6,R,Temporal Lobe,"STG, Superior Temporal Gyrus","STG_A22r, rostral area 22","Superior Temporal Gyrus, posterior division",GM Insula Id1 R,R Superior temporal (posterior),53,-31,0,-1
36,0,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,113,,107,,,,,,,19.3,7.3,20.9,8.0,,,,104,15.7,114,12.3,0.01,0.1,5.0,,1.0,1.0,1.0,,,,CompCor,,,34,4.0,L,Occipital Lobe,"LOcC, lateral Occipital Cortex","LOcC _V5/MT+, area V5/MT+","Lateral Occipital Cortex, inferior division",GM Visual cortex V5 L,L inferior lateral occipital cortex,-44,-69,6,L,Frontal Lobe ,"SFG, Superior Frontal Gyrus  ","SFG_A8m, medial area 8",Paracingulate Gyrus,GM Premotor cortex BA6 L,L superior frontal,-7,11,52,-1
37,0,2000,210,7,Sedated Sleep,3,27,0,25,0,,,,,,4.83,1.2,4.74,0.87,,,,,,,,0.01,0.1,6.0,,1.0,1.0,1.0,,1.0,,CompCor,,,38,6.0,L,Parietal Lobe,"PoG, Postcentral Gyrus","PoG_A1/2/3ulhf, area 1/2/3(upper limb, head and face region)",Postcentral Gyrus,GM Primary somatosensory cortex BA1 L,Left Postcentral Gyrus (PCG),-61,-7,31,R,Parietal Lobe,"SPL, Superior Parietal Lobule","SPL_A7r, rostral area 7","Lateral Occipital Cortex, superior division",GM Superior parietal lobule 7A R,R Superior Parietal,24,-60,66,-1
38,0,2000,210,7,Sedated Sleep,3,27,0,25,0,,,,,,4.83,1.2,4.74,0.87,,,,,,,,0.01,0.1,6.0,,1.0,1.0,1.0,,1.0,,CompCor,,,38,6.0,L,Parietal Lobe,"PoG, Postcentral Gyrus","PoG_A1/2/3ulhf, area 1/2/3(upper limb, head and face region)",Postcentral Gyrus,GM Primary somatosensory cortex BA1 L,Left Postcentral Gyrus (PCG),-61,-7,31,R,Parietal Lobe,"IPL, Inferior Parietal Lobule","IPL_A39rv, rostroventral area 39(PGa)",Angular Gyrus,GM Inferior parietal lobule Pga R,R Angular Gyrus,42,-57,27,1
40,0,3000,,Notes,Sedated Sleep,3,10,4,12,2,,,,,,4.5,0.74,4.1,0.72,,,,,,,,0.01,0.08,8.0,1,1.0,1.0,1.0,1.0,,,,,,40,7.0,L,Subcortical Nuclei,"Amyg, Amygdala","Amyg_mAmyg, medial amygdala",Left Amygdala,GM Amygdala_laterobasal group L,Left Amygdala,-21,-4,-23,R,Parietal Lobe,"IPL, Inferior Parietal Lobule","IPL_A40rv, rostroventral area 40(PFop)","Supramarginal Gyrus, anterior division",GM Inferior parietal lobule PF R,Right supramarginal gyrus,60,-27,30,-1
41,0,3000,,Notes,Sedated Sleep,3,10,4,12,2,,,,,,4.5,0.74,4.1,0.72,,,,,,,,0.01,0.08,8.0,1,1.0,1.0,1.0,1.0,,,,,,41,7.0,L,Subcortical Nuclei,"Amyg, Amygdala","Amyg_mAmyg, medial amygdala",Left Amygdala,GM Amygdala_laterobasal group L,Left Amygdala,-21,-4,-23,L,Parietal Lobe,"IPL, Inferior Parietal Lobule","IPL_A40rv, rostroventral area 40(PFop)",Postcentral Gyrus,GM Secondary somatosensory cortex / Parietal operculum OP1 L,Left Supramarginal gyrus,-54,-21,24,-1
42,0,3000,,Notes,Sedated Sleep,3,10,4,12,2,,,,,,4.5,0.74,4.1,0.72,,,,,,,,0.01,0.08,8.0,1,1.0,1.0,1.0,1.0,,,,,,42,7.0,L,Subcortical Nuclei,"Hipp, Hippocampus","Hipp_rHipp, rostral hippocampus",Left Hippocampus,GM Hippocampus subiculum L,Left Hippocampus,-23,-24,-14,R,Subcortical Nuclei,"Hipp, Hippocampus","Hipp_cHipp, caudal hippocampus",Right Hippocampus,GM Hippocampus cornu ammonis R,right basal ganglia and right thalamic area (rBG/TH),27,-33,-6,1
43,0,3000,120,6,,3,16,3,17,1,,,,,,14.0,1.5,15.0,1.8,,,,,,,,0.01,0.08,8.0,1,1.0,1.0,1.0,1.0,1.0,,,,,43,8.1,L,Subcortical Nuclei,"Amyg, Amygdala","Amyg_mAmyg, medial amygdala",Left Amygdala,GM Amygdala_laterobasal group L,Left Amygdala,-21,-4,-23,R,Temporal Lobe,"FuG, Fusiform Gyrus","FuG_A20rv, rostroventral area 20","Parahippocampal Gyrus, anterior division",GM Hippocampus entorhinal cortex R,Fusiform gyrus ,21,3,-45,-1
44,0,3000,120,6,,3,16,3,17,1,,,,,,14.0,1.5,15.0,1.8,,,,,,,,0.01,0.08,8.0,1,1.0,1.0,1.0,1.0,1.0,,,,,44,8.1,L,Subcortical Nuclei,"Amyg, Amygdala","Amyg_mAmyg, medial amygdala",Left Amygdala,GM Amygdala_laterobasal group L,Left Amygdala,-21,-4,-23,R,Subcortical Nuclei,"Hipp, Hippocampus","Hipp_rHipp, rostral hippocampus",Right Hippocampus,GM Lateral geniculate body R,Hippocampus,24,-24,-6,-1
45,0,3000,120,6,,3,16,3,17,1,,,,,,14.0,1.5,15.0,1.8,,,,,,,,0.01,0.08,8.0,1,1.0,1.0,1.0,1.0,1.0,,,,,45,8.1,L,Subcortical Nuclei,"Amyg, Amygdala","Amyg_mAmyg, medial amygdala",Left Amygdala,GM Amygdala_laterobasal group L,Left Amygdala,-21,-4,-23,R,Insular Lobe,"INS, Insular Gyrus","INS_vId/vIg, ventral dysgranular and granular insula",Insular Cortex,GM Insula Id1 R,Insula,42,-12,-3,-1
46,0,3000,120,6,,3,16,3,17,1,,,,,,14.0,1.5,15.0,1.8,,,,,,,,0.01,0.08,8.0,1,1.0,1.0,1.0,1.0,1.0,,,,,46,8.1,L,Subcortical Nuclei,"Amyg, Amygdala","Amyg_mAmyg, medial amygdala",Left Amygdala,GM Amygdala_laterobasal group L,Left Amygdala,-21,-4,-23,R,Subcortical Nuclei,"BG, Basal Ganglia","BG_GP, globus pallidus",Right Pallidum,,Pallidum,15,0,0,-1
48,0,3000,120,6,,3,16,3,17,1,,,,,,14.0,1.5,15.0,1.8,,,,,,,,0.01,0.08,8.0,1,1.0,1.0,1.0,1.0,1.0,,,,,48,8.1,L,Subcortical Nuclei,"Amyg, Amygdala","Amyg_mAmyg, medial amygdala",Left Amygdala,GM Amygdala_laterobasal group L,Left Amygdala,-21,-4,-23,R,Insular Lobe,"INS, Insular Gyrus","INS_vId/vIg, ventral dysgranular and granular insula",Right Putamen,WM Uncinate fascicle R,Putamen,33,-6,-6,-1
49,0,3000,120,6,,3,16,3,17,1,,,,,,14.0,1.5,15.0,1.8,,,,,,,,0.01,0.08,8.0,1,1.0,1.0,1.0,1.0,1.0,,,,,49,8.1,L,Subcortical Nuclei,"Amyg, Amygdala","Amyg_mAmyg, medial amygdala",Left Amygdala,GM Amygdala_laterobasal group L,Left Amygdala,-21,-4,-23,R,Parietal Lobe,"PoG, Postcentral Gyrus","PoG_A1/2/3tonIa, area 1/2/3(tongue and larynx region)",Central Opercular Cortex,GM Secondary somatosensory cortex / Parietal operculum OP3 R,Rolandic operculum,48,-9,18,-1
